**************************************************Fold-1**************************************************
args:Namespace(dataset='MQ2008_super', dir_data='/home/ryan/data/MQ2008/', dir_output='/home/ryan/code/ranker/out/', discount=0.0, dropout=0.1, epoch=200, feature_size=46, fold=1, framework='L2R', hidden_size=100, lr=0.001, min_docs=10, min_rele=1, model='attRNN', n_head=1, num_epoches=100, unknown_as_zero=True, vali_per_n_step=1, weight_decay=0.0005)
test ndcg 1:0.3782, 3:0.4328, 5:0.4827, 10:0.5828, 20:0.2474
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
test ndcg 1:0.1333, 3:0.1708, 5:0.2085, 10:0.3070, 20:0.2193
test err 1:0.0500, 3:0.1229, 5:0.1535, 10:0.1849, 20:0.1202
****************************************************************************************************
finish! Fold 2 ndcg 1:0.1333	3:0.1708	5:0.2085	10:0.3070	20:0.2193
finish! Fold 2 err 1:0.0500	3:0.1229	5:0.1535	10:0.1849	20:0.1202
**************************************************Fold-3**************************************************
args:Namespace(dataset='MQ2008_super', dir_data='/home/ryan/data/MQ2008/', dir_output='/home/ryan/code/ranker/out/', discount=0.0, dropout=0.1, epoch=200, feature_size=46, fold=1, framework='L2R', hidden_size=100, lr=0.001, min_docs=10, min_rele=1, model='attRNN', n_head=1, num_epoches=100, unknown_as_zero=True, vali_per_n_step=1, weight_decay=0.0005)
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
test err 1:0.0189, 3:0.0919, 5:0.1228, 10:0.1514, 20:0.0873
test ndcg 1:0.0354, 3:0.1105, 5:0.1641, 10:0.2503, 20:0.1617
